index,title,genres
1566,About Schmidt,"Drama,Comedy"
1567,Warm Bodies,"Horror,Comedy,Romance"
1568,Looper,"Action,Thriller,Science Fiction"
1569,Down to Earth,"Fantasy,Comedy,Science Fiction,Romance"
1570,Babe,"Fantasy,Drama,Comedy,Family"
1571,Hope Springs,"Drama,Comedy,Romance"
1572,Forgetting Sarah Marshall,"Comedy,Romance,Drama"
1573,Four Brothers,"Action,Crime"
1574,Baby Mama,Comedy
1575,Hope Floats,"Drama,Romance"
1576,Bride Wars,Comedy
1577,Without a Paddle,"Action,Adventure,Comedy,Thriller"
1578,13 Going on 30,"Comedy,Fantasy,Romance"
1579,Midnight in Paris,"Fantasy,Comedy,Romance"
1580,The Nut Job,"Animation,Comedy,Family,Adventure"
1581,Blow,"Crime,Drama"
1582,Message in a Bottle,"Romance,Drama"
1583,Star Trek V: The Final Frontier,"Science Fiction,Action,Adventure,Thriller"
1584,Like Mike,"Comedy,Drama,Family,Fantasy"
1585,The Naked Gun 33⅓: The Final Insult,"Comedy,Crime"
1586,A View to a Kill,"Adventure,Action,Thriller"
1587,The Curse of the Were-Rabbit,"Adventure,Animation,Comedy,Family"
1588,P.S. I Love You,"Drama,Romance"
1589,Racing Stripes,Comedy
1590,Atonement,"Drama,Romance"
1591,Letters to Juliet,"Comedy,Drama,Romance"
1592,Black Rain,"Action,Thriller,Crime"
1593,The Three Stooges,Comedy
1594,Corpse Bride,"Romance,Fantasy,Animation,Music"
1595,Glory Road,Drama
1596,Sicario,"Action,Crime,Drama,Mystery,Thriller"
1597,Southpaw,"Action,Drama"
1598,Drag Me to Hell,"Horror,Thriller"
1599,The Age of Adaline,"Fantasy,Drama,Romance"
1600,Secondhand Lions,"Comedy,Drama,Family"
1601,Step Up 3D,"Drama,Romance"
1602,Blue Crush,Adventure
1603,Stranger Than Fiction,"Comedy,Drama,Fantasy,Romance"
1604,30 Days of Night,"Horror,Thriller"
1605,The Cabin in the Woods,"Horror,Thriller"
1606,Meet the Spartans,Comedy
1607,Midnight Run,"Adventure,Comedy,Crime"
1608,The Running Man,"Action,Science Fiction"
1609,Little Shop of Horrors,"Horror,Comedy,Music"
1610,Hanna,"Action,Thriller,Adventure"
1611,Mortal Kombat: Annihilation,"Action,Fantasy,Science Fiction"
1612,Larry Crowne,"Comedy,Romance,Drama"
1613,Carrie,"Drama,Horror"
1614,Take the Lead,Music
1615,Gridiron Gang,"Action,Adventure,Crime,Drama"
1616,What's the Worst That Could Happen?,"Action,Comedy"
1617,9,"Action,Adventure,Animation,Science Fiction,Thriller"
1618,Side Effects,"Thriller,Crime,Drama"
1619,The Prince & Me,"Comedy,Romance"
1620,Winnie the Pooh,"Animation,Family"
1621,Dumb and Dumberer: When Harry Met Lloyd,Comedy
1622,Bulworth,"Comedy,Drama"
1623,Get on Up,"Drama,Music"
1624,One True Thing,"Drama,Romance"
1625,Virtuosity,"Action,Crime,Science Fiction,Thriller"
1626,My Super Ex-Girlfriend,"Fantasy,Drama,Action,Comedy,Crime,Science Fiction"
1627,Deliver Us from Evil,"Thriller,Crime,Horror"
1628,Sanctum,"Action,Thriller"
1629,Little Black Book,"Comedy,Romance,Drama"
1630,The Five-Year Engagement,Comedy
1631,Mr. 3000,"Comedy,Drama"
1632,The Next Three Days,"Romance,Drama,Thriller,Crime"
1633,Ultraviolet,"Science Fiction,Action,Thriller"
1634,Assault on Precinct 13,Thriller
1635,The Replacement Killers,"Action,Drama,Crime,Thriller"
1636,Fled,"Action,Comedy,Thriller"
1637,Eight Legged Freaks,"Action,Comedy,Horror,Thriller"
1638,Love & Other Drugs,"Drama,Comedy,Romance"
1639,88 Minutes,"Crime,Mystery,Thriller"
1640,North Country,Drama
1641,The Whole Ten Yards,"Comedy,Thriller,Crime"
1642,Splice,"Horror,Thriller,Science Fiction"
1643,Howard the Duck,"Comedy,Fantasy,Science Fiction"
1644,Pride and Glory,"Thriller,Crime,Drama"
1645,The Cave,"Action,Adventure,Horror,Thriller"
1646,Alex & Emma,"Comedy,Romance"
1647,Wicker Park,"Drama,Mystery,Romance,Thriller"
1648,Fright Night,"Horror,Comedy"
1649,The New World,"Drama,History,Romance"
1650,Wing Commander,"Action,Science Fiction"
1651,In Dreams,"Drama,Thriller"
1652,Dragonball Evolution,"Action,Adventure,Fantasy,Science Fiction,Thriller"
1653,The Last Stand,"Action,Crime,Thriller"
1654,Godsend,"Drama,Horror,Science Fiction,Thriller"
1655,Chasing Liberty,"Comedy,Romance"
1656,Hoodwinked Too! Hood VS. Evil,"Comedy,Animation,Family"
1657,An Unfinished Life,Drama
1658,The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery"
1659,Barney's Version,"Comedy,Drama"
1660,Runner Runner,"Crime,Thriller,Drama"
1661,Antitrust,"Action,Crime,Drama"
1662,Glory,War
1663,Once Upon a Time in America,"Drama,Crime"
1664,Dead Man Down,"Thriller,Action,Crime,Drama"
1665,The Merchant of Venice,"Drama,Romance"
1666,The Good Thief,"Crime,Drama,Thriller"
1667,Supercross,"Action,Adventure,Drama,Romance"
1668,Miss Potter,"Drama,Family,Romance"
1669,The Promise,"Fantasy,Drama,Action,Thriller,Romance"
1670,DOA: Dead or Alive,"Adventure,Action,Thriller"
1671,The Assassination of Jesse James by the Coward Robert Ford,"Action,Drama,Western"
1672,1911,"Adventure,Drama,Action,History,War"
1673,Little Nicholas,Comedy
1674,Wild Card,"Thriller,Crime,Drama"
1675,Machine Gun Preacher,"Action,Thriller,Crime"
1676,Animals United,"Animation,Family,Comedy"
1677,Goodbye Bafana,"History,Drama"
1678,United Passions,Drama
1679,Grace of Monaco,"Romance,Drama"
1680,Savva. Heart of the Warrior,"Fantasy,Adventure,Animation"
1681,Ripley's Game,"Crime,Thriller"
1682,Sausage Party,"Adventure,Animation,Comedy,Fantasy"
1683,Pitch Perfect 2,"Comedy,Music"
1684,Walk the Line,"Drama,Music,Romance"
1685,Keeping the Faith,Comedy
1686,The Borrowers,"Adventure,Fantasy,Action,Comedy,Family"
1687,Frost/Nixon,"Drama,History"
1688,Confessions of a Dangerous Mind,"Comedy,Crime,Drama,Romance,Thriller"
1689,Serving Sara,"Comedy,Romance"
1690,The Boss,Comedy
1691,Cry Freedom,Drama
1692,Mumford,"Comedy,Drama,Romance"
1693,Seed of Chucky,"Drama,Horror,Comedy"
1694,The Jacket,"Drama,Mystery,Thriller,Fantasy"
1695,Aladdin,"Animation,Family,Comedy,Adventure,Fantasy,Romance"
1696,Straight Outta Compton,"Drama,Music"
1697,Indiana Jones and the Temple of Doom,"Adventure,Action"
1698,The Rugrats Movie,"Animation,Family"
1699,Along Came a Spider,"Crime,Mystery,Thriller,Action"
1700,Florence Foster Jenkins,"Comedy,Drama"
1701,Once Upon a Time in Mexico,Action
1702,Die Hard,"Action,Thriller"
1703,Role Models,Comedy
1704,The Big Short,"Comedy,Drama"
1705,Taking Woodstock,"Music,Comedy,Drama"
1706,Miracle,"Drama,History"
1707,Dawn of the Dead,"Fantasy,Horror,Action"
1708,The Wedding Planner,Comedy
1709,Space Pirate Captain Harlock,"Animation,Science Fiction"
1710,The Royal Tenenbaums,"Comedy,Drama"
1711,Identity,"Mystery,Thriller"
1712,Last Vegas,Comedy
1713,For Your Eyes Only,"Adventure,Action,Thriller"
1714,Serendipity,"Comedy,Romance"
1715,Timecop,"Thriller,Science Fiction,Action,Crime"
1716,Zoolander,Comedy
1717,Safe Haven,Romance
1718,Hocus Pocus,"Comedy,Family,Fantasy"
1719,No Reservations,Comedy
1720,Kick-Ass,"Action,Crime"
1721,30 Minutes or Less,"Action,Adventure,Comedy"
1722,Dracula 2000,"Thriller,Horror"
1723,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family,Comedy"
1724,Pride & Prejudice,"Drama,Romance"
1725,Blade Runner,"Science Fiction,Drama,Thriller"
1726,Rob Roy,Adventure
1727,3 Days to Kill,"Action,Drama,Thriller,Crime"
1728,We Own the Night,"Drama,Crime,Thriller"
1729,Lost Souls,"Horror,Thriller"
1730,Winged Migration,Documentary
1731,Just My Luck,"Comedy,Drama,Family,Fantasy,Romance"
1732,"Mystery, Alaska","Drama,Comedy"
1733,The Spy Next Door,"Action,Comedy,Family"
1734,A Simple Wish,"Adventure,Comedy,Family,Fantasy"
1735,Ghosts of Mars,"Action,Horror,Science Fiction"
1736,Our Brand Is Crisis,"Comedy,Drama"
1737,Pride and Prejudice and Zombies,"Romance,Horror,Comedy,Thriller"
1738,Kundun,Drama
1739,How to Lose Friends & Alienate People,"Comedy,Romance,Drama"
1740,Kick-Ass 2,"Action,Adventure,Crime"
1741,Alatriste,Action
1742,Brick Mansions,"Action,Crime,Drama"
1743,Octopussy,"Adventure,Action,Thriller"
1744,Knocked Up,"Comedy,Romance,Drama"
1745,My Sister's Keeper,Drama
1746,Welcome Home Roscoe Jenkins,"Comedy,Drama"
1747,A Passage to India,"Drama,Adventure,History"
1748,Notes on a Scandal,"Drama,Romance"
1749,Rendition,"Drama,Thriller"
1750,Star Trek VI: The Undiscovered Country,"Science Fiction,Action,Adventure,Thriller"
1751,Divine Secrets of the Ya-Ya Sisterhood,"Comedy,Drama,Romance"
1752,Kiss the Girls,"Drama,Mystery,Thriller,Crime"
1753,The Blues Brothers,"Music,Comedy,Action,Crime"
1754,The Sisterhood of the Traveling Pants 2,"Adventure,Comedy,Drama,Family"
1755,Joyful Noise,"Comedy,Music"
1756,About a Boy,"Drama,Comedy,Romance"
1757,Lake Placid,"Horror,Comedy,Action,Science Fiction,Thriller"
1758,Lucky Number Slevin,"Drama,Thriller,Crime,Mystery"
1759,The Right Stuff,"Drama,History"
1760,Anonymous,"Drama,History,Thriller"
1761,The NeverEnding Story,"Drama,Family,Fantasy,Adventure"
1762,Dark City,"Mystery,Science Fiction"
1763,The Duchess,"Drama,History,Romance"
1764,Return to Oz,"Adventure,Family,Fantasy"
1765,The Newton Boys,"Crime,Action,Drama"
1766,Case 39,"Horror,Mystery,Thriller"
1767,Suspect Zero,"Crime,Thriller"
1768,Martian Child,Drama
1769,Spy Kids: All the Time in the World,"Family,Comedy,Action"
1770,Money Monster,Thriller
1771,The 51st State,"Thriller,Action,Comedy,Crime"
1772,Flawless,"Comedy,Drama"
1773,Mindhunters,"Mystery,Thriller,Crime"
1774,What Just Happened,"Comedy,Drama"
1775,The Statement,"Drama,Thriller"
1776,The Magic Flute,"Comedy,Drama,Music"
1777,Paul Blart: Mall Cop,"Action,Adventure,Comedy,Family"
1778,Freaky Friday,Comedy
1779,The 40 Year Old Virgin,"Comedy,Romance"
1780,Shakespeare in Love,"Romance,History"
1781,A Walk Among the Tombstones,"Crime,Drama,Mystery,Thriller"
1782,Kindergarten Cop,Comedy
1783,Pineapple Express,"Action,Comedy"
1784,Ever After: A Cinderella Story,"Drama,Romance,Comedy"
1785,Open Range,Western
1786,Flatliners,"Drama,Horror,Science Fiction,Thriller"
1787,A Bridge Too Far,"Drama,History,War"
1788,Red Eye,"Horror,Thriller"
1789,Final Destination 2,"Horror,Mystery"
1790,"O Brother, Where Art Thou?","Action,Adventure,Comedy"
1791,Legion,Horror
1792,Pain & Gain,"Thriller,Crime,Action"
1793,In Good Company,"Comedy,Drama,Romance"
1794,Clockstoppers,"Adventure,Family,Science Fiction,Thriller"
1795,Silverado,"Action,Crime,Drama,Western"
1796,Brothers,"Drama,Thriller,War"
1797,Agent Cody Banks 2: Destination London,Comedy
1798,New Year's Eve,"Comedy,Romance"
1799,Original Sin,"Drama,Thriller,Mystery,Romance"
1800,The Raven,"Crime,Thriller,Mystery"
1801,Welcome to Mooseport,Comedy
1802,Highlander: The Final Dimension,"Action,Fantasy,Science Fiction"
1803,Blood and Wine,"Crime,Drama,Thriller"
1804,Snow White: A Tale of Terror,"Fantasy,Horror"
1805,The Curse of the Jade Scorpion,"Comedy,Crime,Mystery,Romance,Thriller"
1806,Accidental Love,"Romance,Comedy"
1807,Flipper,"Adventure,Family"
1808,Self/less,"Science Fiction,Mystery,Thriller"
1809,The Constant Gardener,"Drama,Mystery,Thriller"
1810,The Passion of the Christ,Drama
1811,Mrs. Doubtfire,"Comedy,Drama,Family"
1812,Rain Man,Drama
1813,Gran Torino,Drama
1814,W.,"Drama,History"
1815,Taken,"Action,Thriller"
1816,The Best of Me,"Drama,Romance"
1817,The Bodyguard,"Thriller,Action,Drama,Music,Romance"
1818,Schindler's List,"Drama,History,War"
1819,The Help,Drama
1820,The Fifth Estate,"Drama,Thriller"
1821,Scooby-Doo 2: Monsters Unleashed,"Mystery,Fantasy,Adventure,Comedy"
1822,Forbidden Kingdom,"Thriller,Adventure,Mystery,Fantasy"
1823,Freddy vs. Jason,Horror
1824,The Face of an Angel,"Thriller,Drama"
1825,Jimmy Neutron: Boy Genius,"Action,Adventure,Animation,Comedy,Family,Fantasy,Science Fiction"
1826,Cloverfield,"Action,Thriller,Science Fiction"
1827,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Science Fiction,Adventure,Action,Comedy,Family"
1828,The Untouchables,"Crime,Drama,History,Thriller"
1829,No Country for Old Men,"Crime,Drama,Thriller"
1830,Ride Along,"Action,Comedy"
1831,Bridget Jones's Diary,"Comedy,Romance,Drama"
1832,Chocolat,"Comedy,Drama,Romance"
1833,"Legally Blonde 2: Red, White & Blonde",Comedy
1834,Parental Guidance,Comedy
1835,No Strings Attached,"Comedy,Romance"
1836,Tombstone,"Action,Adventure,Drama,History,Western"
1837,Romeo Must Die,"Action,Crime,Thriller"
1838,The Omen,"Horror,Thriller"
1839,Final Destination 3,"Horror,Mystery"
1840,The Lucky One,"Drama,Romance"
1841,Bridge to Terabithia,"Adventure,Drama,Family"
1842,Finding Neverland,Drama
1843,A Madea Christmas,"Comedy,Drama"
1844,The Grey,"Action,Drama,Thriller"
1845,Hide and Seek,"Horror,Mystery,Thriller"
1846,Anchorman: The Legend of Ron Burgundy,Comedy
1847,GoodFellas,"Drama,Crime"
1848,Agent Cody Banks,Action
1849,Nanny McPhee,"Fantasy,Comedy,Family"
1850,Scarface,"Action,Crime,Drama,Thriller"
1851,Nothing to Lose,"Action,Adventure,Comedy"
1852,The Last Emperor,"Drama,History"
1853,Contraband,"Thriller,Action,Drama,Crime"
1854,Money Talks,"Action,Adventure,Comedy"
1855,There Will Be Blood,Drama
1856,The Wild Thornberrys Movie,"Animation,Adventure,Family"
1857,Rugrats Go Wild,"Animation,Family"
1858,Undercover Brother,"Action,Comedy"
1859,The Sisterhood of the Traveling Pants,"Drama,Comedy"
1860,Kiss of the Dragon,"Action,Crime,Thriller"
1861,The House Bunny,"Romance,Comedy"
1862,Beauty Shop,"Comedy,Romance"
1863,Million Dollar Arm,Drama
1864,The Giver,"Drama,Science Fiction"
1865,What a Girl Wants,Comedy
1866,Jeepers Creepers 2,"Horror,Thriller"
1867,Good Luck Chuck,"Comedy,Drama,Romance"
1868,Cradle 2 the Grave,"Action,Crime,Drama"
1869,The Hours,Drama
1870,She's the Man,"Comedy,Drama,Family,Romance"
1871,Mr. Bean's Holiday,"Family,Comedy"
1872,Anacondas: The Hunt for the Blood Orchid,"Adventure,Action,Horror,Science Fiction,Thriller"
1873,Blood Ties,"Thriller,Crime,Drama"
1874,August Rush,Drama
1875,Elizabeth,"Drama,History"
1876,Bride of Chucky,"Horror,Comedy"
1877,Tora! Tora! Tora!,"History,Action,Drama,Adventure,War"
1878,Spice World,"Adventure,Fantasy,Drama,Comedy,Music"
1879,The Sitter,Comedy
1880,Dance Flick,"Action,Comedy,Music"
1881,The Shawshank Redemption,"Drama,Crime"
1882,Crocodile Dundee in Los Angeles,"Adventure,Comedy"
1883,Kingpin,Comedy
1884,The Gambler,"Thriller,Crime,Drama"
1885,August: Osage County,"Comedy,Drama"
1886,Ice Princess,"Drama,Comedy,Family"
1887,A Lot Like Love,Comedy
1888,Eddie the Eagle,"Comedy,Drama,History"
1889,He Got Game,Drama
1890,Don Juan DeMarco,"Romance,Drama,Comedy"
1891,Dear John,"Drama,Romance,War"
1892,The Losers,"Action,Adventure,Crime,Mystery,Thriller"
1893,Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller"
1894,War,"Action,Thriller,Crime"
1895,Punch-Drunk Love,"Comedy,Drama,Romance"
1896,EuroTrip,Comedy
1897,Half Past Dead,"Crime,Action,Thriller"
1898,Unaccompanied Minors,"Comedy,Family"
1899,"Bright Lights, Big City",Drama
1900,The Adventures of Pinocchio,"Animation,Family,Fantasy"
1901,The Greatest Game Ever Played,"Drama,Family"
1902,The Box,"Thriller,Science Fiction"
1903,The Ruins,"Drama,Horror"
1904,The Next Best Thing,Comedy
1905,My Soul to Take,"Drama,Horror,Mystery,Thriller"
1906,The Girl Next Door,Comedy
1907,Maximum Risk,"Action,Adventure,Thriller"
1908,Stealing Harvard,"Action,Comedy,Drama"
1909,Legend,"Crime,Thriller"
1910,Hot Rod,"Action,Comedy"
1911,Shark Night,"Horror,Thriller"
1912,Angela's Ashes,Drama
1913,Draft Day,Drama
1914,Lifeforce,"Fantasy,Horror,Science Fiction,Thriller"
1915,The Conspirator,"Crime,Drama,History"
1916,Lords of Dogtown,Drama
1917,The 33,"Drama,History"
1918,Big Trouble in Little China,"Action,Adventure,Comedy,Fantasy"
1919,Fly Me to the Moon,"Comedy,Romance"
1920,Warrior,"Action,Drama"
1921,Michael Collins,"Drama,Thriller"
1922,Gettysburg,"War,Drama,History"
1923,Stop-Loss,"Drama,War"
1924,Abandon,"Drama,Mystery,Thriller"
1925,Brokedown Palace,"Drama,Thriller"
1926,The Possession,"Horror,Thriller"
1927,Mrs. Winterbourne,"Comedy,Romance,Drama"
1928,Straw Dogs,"Drama,Thriller"
1929,The Hoax,"Comedy,Drama"
1930,Stone Cold,"Action,Crime,Thriller"
1931,The Road,"Adventure,Drama"
1932,Sheena,"Action,Adventure,Comedy,Fantasy,Science Fiction"
1933,Underclassman,"Action,Comedy"
1934,Say It Isn't So,"Comedy,Romance"
1935,The World's Fastest Indian,Drama
1936,Tank Girl,"Action,Comedy,Fantasy,Science Fiction"
1937,King's Ransom,"Comedy,Crime"
1938,Blindness,"Drama,Mystery,Science Fiction,Thriller"
1939,BloodRayne,"Action,Adventure,Fantasy,Horror"
1940,Carnage,"Comedy,Drama"
1941,Where the Truth Lies,"Drama,Mystery,Thriller"
1942,Cirque du Soleil: Worlds Away,"Fantasy,Family"
1943,Without Limits,Drama
1944,Me and Orson Welles,"Comedy,Drama,Romance"
1945,The Best Offer,"Drama,Romance,Crime,Mystery"
1946,The Bad Lieutenant: Port of Call - New Orleans,"Drama,Crime"
1947,A Turtle's Tale: Sammy's Adventures,"Animation,Family"
1948,Little White Lies,"Comedy,Drama"
1949,Love Ranch,Drama
1950,The True Story of Puss 'n Boots,"Family,Adventure,Animation"
1951,Space Dogs,"Family,Animation"
1952,The Counselor,"Thriller,Crime,Drama"
1953,Ironclad,"Romance,Adventure,Action,History"
1954,Waterloo,"History,Action,Drama"
1955,Kung Fu Jungle,"Crime,Action,Thriller"
1956,Red Sky,"Action,Thriller"
1957,Dangerous Liaisons,"Drama,Romance"
1958,On the Road,"Adventure,Drama"
1959,Star Trek IV: The Voyage Home,"Science Fiction,Adventure"
1960,Rocky Balboa,Drama
1961,Scream 2,"Horror,Mystery"
1962,Jane Got a Gun,"Action,Drama,Western"
1963,Think Like a Man Too,"Comedy,Romance"
1964,The Whole Nine Yards,"Comedy,Crime"
1965,Footloose,"Drama,Family,Music,Romance"
1966,Old School,Comedy
1967,The Fisher King,"Comedy,Drama"
1968,I Still Know What You Did Last Summer,"Horror,Mystery,Thriller"
1969,Return to Me,"Romance,Comedy,Drama"
1970,Zack and Miri Make a Porno,Comedy
1971,Nurse Betty,"Comedy,Crime,Thriller"
1972,The Men Who Stare at Goats,"Comedy,War"
1973,Double Take,"Adventure,Drama,Action,Comedy,Romance"
1974,"Girl, Interrupted",Drama
1975,Win a Date with Tad Hamilton!,"Comedy,Romance"
1976,Muppets from Space,"Fantasy,Comedy,Science Fiction,Family"
1977,The Wiz,"Adventure,Family,Fantasy,Music"
1978,Ready to Rumble,"Action,Comedy,Drama"
1979,Play It to the Bone,"Comedy,Drama"
1980,I Don't Know How She Does It,"Romance,Comedy"
1981,Piranha 3D,"Comedy,Horror"
1982,Beyond the Sea,"Drama,Music"
1983,Meet the Deedles,"Animation,Comedy,Family"
1984,The Thief and the Cobbler,"Adventure,Fantasy,Animation,Science Fiction,Family"
1985,The Bridge of San Luis Rey,"Romance,Drama"
1986,Faster,"Crime,Drama,Action,Thriller"
1987,Howl's Moving Castle,"Fantasy,Animation,Adventure"
1988,Zombieland,"Comedy,Horror"
1989,The Waterboy,Comedy
1990,The Empire Strikes Back,"Adventure,Action,Science Fiction"
1991,Bad Boys,"Action,Comedy,Crime,Thriller"
1992,The Naked Gun 2½: The Smell of Fear,"Comedy,Crime"
1993,Final Destination,Horror
1994,The Ides of March,Drama
1995,Pitch Black,"Thriller,Science Fiction,Action"
1996,Someone Like You...,"Comedy,Romance"
1997,Her,"Romance,Science Fiction,Drama"
1998,Joy Ride,"Mystery,Thriller,Drama"
1999,The Adventurer: The Curse of the Midas Box,"Fantasy,Adventure,Family"
2000,Anywhere But Here,"Drama,Comedy,Romance"
2001,The Crew,"Action,Comedy"
2002,Haywire,"Action,Thriller"
2003,Jaws: The Revenge,"Adventure,Thriller"
2004,Marvin's Room,Drama
2005,The Longshots,"Drama,Family"
2006,The End of the Affair,Drama
2007,Harley Davidson and the Marlboro Man,"Action,Thriller"
2008,In the Valley of Elah,"History,Drama,Thriller,Crime,Mystery"
2009,Coco Before Chanel,"Drama,History"
2010,Forsaken,"Western,Drama"
2011,Cheri,"Drama,Comedy,Romance"
2012,Vanity Fair,"Drama,Romance"
2013,Bodyguards and Assassins,"Drama,Action,History"
2014,1408,"Horror,Thriller"
2015,Spaceballs,"Comedy,Science Fiction"
2016,The Water Diviner,"War,Drama"
2017,Ghost,"Fantasy,Drama,Thriller,Mystery,Romance"
2018,There's Something About Mary,"Romance,Comedy"
2019,The Santa Clause,"Fantasy,Drama,Comedy,Family"
2020,The Rookie,"Drama,Family"
2021,The Game Plan,"Comedy,Family"
2022,The Bridges of Madison County,"Drama,Romance"
2023,The Animal,"Action,Comedy"
2024,Gandhi,"Drama,History"
2025,The Hundred-Foot Journey,Drama
2026,The Net,"Crime,Drama,Mystery,Thriller,Action"
2027,I Am Sam,Drama
2028,Son of God,Drama
2029,Underworld,"Fantasy,Action,Thriller"
2030,Derailed,"Drama,Thriller"
2031,The Informant!,"Drama,Comedy,Crime"
2032,Shadowlands,"Drama,Romance"
2033,Deuce Bigalow: European Gigolo,Comedy
2034,Delivery Man,Comedy
2035,Our Kind of Traitor,Thriller
2036,Saving Silverman,"Comedy,Crime,Romance"
2037,Diary of a Wimpy Kid: Dog Days,"Comedy,Family"
2038,Summer of Sam,"Thriller,Drama,Crime,Romance"
2039,Jay and Silent Bob Strike Back,Comedy
2040,The Glass House,"Drama,Thriller"
2041,"Hail, Caesar!","Comedy,Drama,Mystery"
